NGO_name,location,needed_quantity,food_type,contact
Charity_1050,Delta,69,Dairy,+20-1790754201
Charity_1051,Mansoura,62,Meat,+20-1465888604
Charity_1052,Upper Egypt,105,Vegetables,+20-1141524671
Charity_1053,Cairo,156,Bakery,+20-1324181309
Charity_1054,Alexandria,208,Bakery,+20-1135610217
Charity_1055,Mansoura,273,Bakery,+20-1610696630
Charity_1056,Giza,108,Dairy,+20-1295766241
Charity_1057,Upper Egypt,87,Bakery,+20-1796915811
Charity_1058,Giza,401,Vegetables,+20-1910577570
Charity_1059,Upper Egypt,468,Vegetables,+20-1731538641
Charity_1060,Upper Egypt,375,Meat,+20-1895248213
Charity_1061,Delta,130,Bakery,+20-1505793302
Charity_1062,Upper Egypt,362,Vegetables,+20-1220769011
Charity_1063,Cairo,485,Fruits,+20-1340873925
Charity_1064,Cairo,295,Meat,+20-1271385746
Charity_1065,Giza,263,Meat,+20-1159757272
Charity_1066,Delta,114,Vegetables,+20-1648583131
Charity_1067,Giza,384,Dairy,+20-1577247574
Charity_1068,Upper Egypt,193,Vegetables,+20-1587510995
Charity_1069,Cairo,211,Fruits,+20-1766195088
Charity_1070,Delta,215,Dairy,+20-1889563316
Charity_1071,Delta,324,Dairy,+20-1947489355
Charity_1072,Giza,330,Vegetables,+20-1166721791
Charity_1073,Mansoura,149,Vegetables,+20-1270488105
Charity_1074,Upper Egypt,388,Bakery,+20-1991844364
Charity_1075,Upper Egypt,432,Meat,+20-1184986962
Charity_1076,Giza,265,Bakery,+20-1694215473
Charity_1077,Cairo,199,Fruits,+20-1546630719
Charity_1078,Upper Egypt,264,Fruits,+20-1640381436
Charity_1079,Delta,215,Vegetables,+20-1895268646
Charity_1080,Alexandria,301,Dairy,+20-1114109978
Charity_1081,Delta,263,Meat,+20-1794423601
Charity_1082,Mansoura,475,Fruits,+20-1572404216
Charity_1083,Giza,405,Fruits,+20-1976784946
Charity_1084,Alexandria,140,Fruits,+20-1595029276
Charity_1085,Giza,281,Bakery,+20-1600123607
Charity_1086,Upper Egypt,178,Dairy,+20-1631306826
Charity_1087,Delta,324,Fruits,+20-1115133323
Charity_1088,Mansoura,51,Bakery,+20-1392685500
Charity_1089,Mansoura,212,Dairy,+20-1602621465
Charity_1090,Mansoura,447,Meat,+20-1565978543
Charity_1091,Cairo,122,Bakery,+20-1651848643
Charity_1092,Delta,360,Dairy,+20-1264446975
Charity_1093,Delta,206,Vegetables,+20-1528300073
Charity_1094,Delta,81,Bakery,+20-1246384139
Charity_1095,Delta,457,Vegetables,+20-1530628139
Charity_1096,Upper Egypt,418,Meat,+20-1859611953
Charity_1097,Upper Egypt,437,Dairy,+20-1376120772
Charity_1098,Cairo,274,Meat,+20-1101406394
Charity_1099,Alexandria,150,Dairy,+20-1180027935
Charity_1100,Upper Egypt,314,Dairy,+20-1135729181
Charity_1101,Alexandria,248,Dairy,+20-1682772025
Charity_1102,Delta,55,Vegetables,+20-1179747572
Charity_1103,Upper Egypt,479,Dairy,+20-1505873223
Charity_1104,Alexandria,291,Bakery,+20-1999917737
Charity_1105,Alexandria,375,Meat,+20-1254989517
Charity_1106,Mansoura,348,Bakery,+20-1304986072
Charity_1107,Cairo,500,Vegetables,+20-1917084755
Charity_1108,Alexandria,118,Bakery,+20-1835204180
Charity_1109,Alexandria,171,Fruits,+20-1821824369
Charity_1110,Upper Egypt,188,Meat,+20-1528325882
Charity_1111,Cairo,93,Bakery,+20-1748465184
Charity_1112,Cairo,365,Bakery,+20-1831125317
Charity_1113,Alexandria,334,Meat,+20-1660814797
Charity_1114,Mansoura,51,Meat,+20-1606034235
Charity_1115,Cairo,404,Bakery,+20-1936922124
Charity_1116,Upper Egypt,400,Dairy,+20-1621729941
Charity_1117,Cairo,237,Vegetables,+20-1142315720
Charity_1118,Mansoura,289,Meat,+20-1877959387
Charity_1119,Cairo,291,Fruits,+20-1162508055
Charity_1120,Alexandria,165,Vegetables,+20-1555963196
Charity_1121,Delta,346,Fruits,+20-1885989218
Charity_1122,Mansoura,355,Dairy,+20-1586417614
Charity_1123,Upper Egypt,127,Fruits,+20-1542686437
Charity_1124,Cairo,392,Meat,+20-1451675231
Charity_1125,Cairo,96,Meat,+20-1989785451
Charity_1126,Delta,50,Meat,+20-1826156118
Charity_1127,Mansoura,76,Meat,+20-1632964809
Charity_1128,Delta,427,Fruits,+20-1130147501
Charity_1129,Upper Egypt,140,Meat,+20-1499672481
Charity_1130,Cairo,126,Fruits,+20-1814171212
Charity_1131,Alexandria,339,Dairy,+20-1275527063
Charity_1132,Upper Egypt,440,Vegetables,+20-1855194295
Charity_1133,Upper Egypt,366,Vegetables,+20-1135188788
Charity_1134,Cairo,56,Vegetables,+20-1765831649
Charity_1135,Mansoura,236,Bakery,+20-1948852893
Charity_1136,Delta,292,Fruits,+20-1796238067
Charity_1137,Mansoura,395,Fruits,+20-1787198747
Charity_1138,Giza,494,Bakery,+20-1553399240
Charity_1139,Alexandria,354,Dairy,+20-1903337225
Charity_1140,Alexandria,180,Vegetables,+20-1472103760
Charity_1141,Giza,246,Bakery,+20-1919857431
Charity_1142,Upper Egypt,182,Vegetables,+20-1160297407
Charity_1143,Alexandria,92,Dairy,+20-1405171866
Charity_1144,Cairo,228,Vegetables,+20-1573314481
Charity_1145,Alexandria,70,Fruits,+20-1199767426
Charity_1146,Giza,172,Dairy,+20-1938567330
Charity_1147,Delta,442,Vegetables,+20-1576890143
Charity_1148,Mansoura,457,Dairy,+20-1896242483
Charity_1149,Delta,444,Bakery,+20-1580272553
Charity_1150,Mansoura,323,Meat,+20-1898372491
Charity_1151,Upper Egypt,242,Meat,+20-1999240165
Charity_1152,Delta,213,Fruits,+20-1633010273
Charity_1153,Cairo,463,Dairy,+20-1423388093
Charity_1154,Delta,386,Meat,+20-1958927485
Charity_1155,Alexandria,316,Fruits,+20-1760756019
Charity_1156,Upper Egypt,250,Bakery,+20-1646684841
Charity_1157,Cairo,190,Fruits,+20-1731607974
Charity_1158,Delta,67,Bakery,+20-1162612110
Charity_1159,Giza,469,Fruits,+20-1640431176
Charity_1160,Mansoura,137,Fruits,+20-1888632665
Charity_1161,Cairo,395,Fruits,+20-1576965484
Charity_1162,Alexandria,185,Fruits,+20-1128786144
Charity_1163,Delta,366,Bakery,+20-1698977301
Charity_1164,Mansoura,157,Vegetables,+20-1377494675
Charity_1165,Alexandria,441,Vegetables,+20-1440739012
Charity_1166,Giza,275,Bakery,+20-1217338853
Charity_1167,Cairo,109,Meat,+20-1842465031
Charity_1168,Cairo,408,Bakery,+20-1499372690
Charity_1169,Upper Egypt,491,Meat,+20-1673627381
Charity_1170,Alexandria,260,Dairy,+20-1649410704
Charity_1171,Delta,333,Fruits,+20-1740437920
Charity_1172,Giza,469,Vegetables,+20-1182006134
Charity_1173,Giza,232,Bakery,+20-1542435192
Charity_1174,Cairo,306,Vegetables,+20-1156173148
Charity_1175,Upper Egypt,282,Vegetables,+20-1798828107
Charity_1176,Alexandria,404,Bakery,+20-1108927217
Charity_1177,Cairo,129,Vegetables,+20-1805062913
Charity_1178,Mansoura,185,Vegetables,+20-1471692249
Charity_1179,Delta,303,Vegetables,+20-1109289909
Charity_1180,Alexandria,485,Fruits,+20-1418371648
Charity_1181,Delta,473,Vegetables,+20-1983298638
Charity_1182,Delta,314,Dairy,+20-1950065142
Charity_1183,Delta,492,Meat,+20-1871227566
Charity_1184,Delta,122,Meat,+20-1914643804
Charity_1185,Alexandria,290,Fruits,+20-1753747953
Charity_1186,Upper Egypt,326,Fruits,+20-1579808455
Charity_1187,Alexandria,247,Meat,+20-1416418203
Charity_1188,Giza,348,Vegetables,+20-1589268942
Charity_1189,Cairo,296,Bakery,+20-1370658070
Charity_1190,Upper Egypt,292,Vegetables,+20-1186547952
Charity_1191,Alexandria,270,Meat,+20-1591785784
Charity_1192,Giza,305,Fruits,+20-1674811956
Charity_1193,Cairo,464,Fruits,+20-1469514401
Charity_1194,Giza,368,Vegetables,+20-1555076781
Charity_1195,Mansoura,492,Dairy,+20-1765369356
Charity_1196,Delta,315,Bakery,+20-1588548259
Charity_1197,Delta,327,Bakery,+20-1595020938
Charity_1198,Mansoura,219,Fruits,+20-1399338479
Charity_1199,Alexandria,312,Fruits,+20-1585244416
Charity_1200,Alexandria,85,Vegetables,+20-1398108229
Charity_1201,Cairo,109,Bakery,+20-1246235673
Charity_1202,Upper Egypt,347,Vegetables,+20-1546621678
Charity_1203,Cairo,403,Fruits,+20-1746464434
Charity_1204,Mansoura,143,Dairy,+20-1457417883
Charity_1205,Upper Egypt,82,Bakery,+20-1324191775
Charity_1206,Alexandria,242,Vegetables,+20-1653978289
Charity_1207,Delta,63,Meat,+20-1264487807
Charity_1208,Alexandria,480,Bakery,+20-1407458194
Charity_1209,Alexandria,295,Bakery,+20-1360276232
Charity_1210,Mansoura,418,Fruits,+20-1537145597
Charity_1211,Cairo,85,Fruits,+20-1539793388
Charity_1212,Delta,461,Dairy,+20-1246139635
Charity_1213,Upper Egypt,117,Vegetables,+20-1166682009
Charity_1214,Mansoura,64,Dairy,+20-1460012610
Charity_1215,Delta,179,Bakery,+20-1132487123
Charity_1216,Alexandria,168,Meat,+20-1506698367
Charity_1217,Cairo,117,Vegetables,+20-1582658418
Charity_1218,Upper Egypt,203,Vegetables,+20-1366369351
Charity_1219,Cairo,159,Dairy,+20-1824976810
Charity_1220,Giza,463,Dairy,+20-1172376400
Charity_1221,Delta,261,Vegetables,+20-1405231319
Charity_1222,Alexandria,283,Fruits,+20-1549221166
Charity_1223,Giza,491,Meat,+20-1958779506
Charity_1224,Cairo,116,Meat,+20-1325171093
Charity_1225,Delta,407,Meat,+20-1627789987
Charity_1226,Delta,483,Vegetables,+20-1698719149
Charity_1227,Mansoura,326,Meat,+20-1524227692
Charity_1228,Mansoura,89,Fruits,+20-1848349161
Charity_1229,Alexandria,227,Bakery,+20-1648313850
Charity_1230,Alexandria,312,Dairy,+20-1504488188
Charity_1231,Giza,231,Dairy,+20-1450150925
Charity_1232,Upper Egypt,476,Fruits,+20-1185797204
Charity_1233,Delta,64,Vegetables,+20-1774823933
Charity_1234,Delta,398,Bakery,+20-1289000670
Charity_1235,Alexandria,121,Meat,+20-1283991931
Charity_1236,Upper Egypt,317,Bakery,+20-1509338013
Charity_1237,Mansoura,349,Meat,+20-1439408512
Charity_1238,Delta,189,Dairy,+20-1732790363
Charity_1239,Upper Egypt,360,Bakery,+20-1917310639
Charity_1240,Alexandria,139,Bakery,+20-1638483167
Charity_1241,Giza,404,Bakery,+20-1407689822
Charity_1242,Mansoura,68,Fruits,+20-1265480176
Charity_1243,Cairo,174,Meat,+20-1819244714
Charity_1244,Giza,479,Vegetables,+20-1974553363
Charity_1245,Delta,326,Bakery,+20-1594212835
Charity_1246,Cairo,455,Vegetables,+20-1325065070
Charity_1247,Upper Egypt,131,Meat,+20-1323322360
Charity_1248,Mansoura,245,Bakery,+20-1568665534
Charity_1249,Alexandria,114,Dairy,+20-1904202650
Charity_1250,Mansoura,329,Dairy,+20-1246226482
Charity_1251,Mansoura,327,Fruits,+20-1299879835
Charity_1252,Mansoura,123,Bakery,+20-1596893814
Charity_1253,Upper Egypt,243,Meat,+20-1875644496
Charity_1254,Giza,126,Meat,+20-1643118976
Charity_1255,Mansoura,279,Bakery,+20-1343198972
Charity_1256,Alexandria,274,Meat,+20-1898197811
Charity_1257,Cairo,258,Vegetables,+20-1814938199
Charity_1258,Delta,166,Vegetables,+20-1385572146
Charity_1259,Upper Egypt,374,Fruits,+20-1973237528
Charity_1260,Upper Egypt,410,Fruits,+20-1615759706
Charity_1261,Giza,225,Dairy,+20-1286277308
Charity_1262,Giza,382,Vegetables,+20-1963524623
Charity_1263,Mansoura,305,Meat,+20-1160059396
Charity_1264,Alexandria,219,Vegetables,+20-1464703805
Charity_1265,Delta,232,Bakery,+20-1604461375
Charity_1266,Giza,81,Vegetables,+20-1933169036
Charity_1267,Mansoura,162,Vegetables,+20-1282767261
Charity_1268,Delta,226,Dairy,+20-1124315093
Charity_1269,Alexandria,413,Vegetables,+20-1946816526
Charity_1270,Alexandria,71,Vegetables,+20-1455480893
Charity_1271,Alexandria,222,Fruits,+20-1540818891
Charity_1272,Delta,359,Vegetables,+20-1721532517
Charity_1273,Mansoura,284,Meat,+20-1414790703
Charity_1274,Cairo,103,Dairy,+20-1611827084
Charity_1275,Delta,325,Meat,+20-1486208946
Charity_1276,Delta,265,Fruits,+20-1529207799
Charity_1277,Upper Egypt,285,Vegetables,+20-1666552821
Charity_1278,Mansoura,480,Fruits,+20-1508143904
Charity_1279,Delta,55,Fruits,+20-1399077338
Charity_1280,Delta,393,Fruits,+20-1901148728
Charity_1281,Upper Egypt,270,Dairy,+20-1901130413
Charity_1282,Giza,156,Vegetables,+20-1864155748
Charity_1283,Giza,369,Meat,+20-1840649545
Charity_1284,Giza,195,Bakery,+20-1746701448
Charity_1285,Alexandria,230,Bakery,+20-1599552956
Charity_1286,Upper Egypt,274,Meat,+20-1111346704
Charity_1287,Upper Egypt,484,Dairy,+20-1273603528
Charity_1288,Giza,396,Bakery,+20-1381073809
Charity_1289,Alexandria,348,Bakery,+20-1827448454
Charity_1290,Alexandria,131,Dairy,+20-1394835452
Charity_1291,Cairo,299,Dairy,+20-1125801420
Charity_1292,Upper Egypt,334,Bakery,+20-1446851840
Charity_1293,Giza,80,Meat,+20-1238269514
Charity_1294,Upper Egypt,74,Vegetables,+20-1363001297
Charity_1295,Delta,311,Meat,+20-1844971832
Charity_1296,Cairo,173,Bakery,+20-1635581394
Charity_1297,Cairo,493,Dairy,+20-1254383400
Charity_1298,Delta,164,Vegetables,+20-1482095014
Charity_1299,Mansoura,331,Bakery,+20-1157274509
Charity_1300,Alexandria,330,Meat,+20-1141007199
Charity_1301,Delta,394,Meat,+20-1225593408
Charity_1302,Alexandria,469,Vegetables,+20-1321948928
Charity_1303,Mansoura,193,Vegetables,+20-1450122924
Charity_1304,Mansoura,284,Meat,+20-1238835263
Charity_1305,Upper Egypt,385,Dairy,+20-1627209566
Charity_1306,Giza,311,Dairy,+20-1176104413
Charity_1307,Alexandria,245,Fruits,+20-1752999241
Charity_1308,Mansoura,387,Bakery,+20-1495234576
Charity_1309,Mansoura,406,Bakery,+20-1817029618
Charity_1310,Alexandria,230,Dairy,+20-1465745031
Charity_1311,Delta,225,Bakery,+20-1712078334
Charity_1312,Alexandria,238,Meat,+20-1467867499
Charity_1313,Alexandria,382,Vegetables,+20-1839087567
Charity_1314,Upper Egypt,248,Vegetables,+20-1704672358
Charity_1315,Upper Egypt,373,Meat,+20-1575786219
Charity_1316,Cairo,203,Bakery,+20-1491432441
Charity_1317,Alexandria,88,Bakery,+20-1340793210
Charity_1318,Delta,226,Vegetables,+20-1840536977
Charity_1319,Alexandria,117,Fruits,+20-1253987655
Charity_1320,Cairo,282,Bakery,+20-1792818734
Charity_1321,Delta,133,Meat,+20-1523438238
Charity_1322,Upper Egypt,210,Meat,+20-1172049234
Charity_1323,Delta,372,Vegetables,+20-1199354801
Charity_1324,Alexandria,476,Fruits,+20-1627664684
Charity_1325,Alexandria,413,Fruits,+20-1443242455
Charity_1326,Giza,80,Vegetables,+20-1143336417
Charity_1327,Upper Egypt,119,Dairy,+20-1777182184
Charity_1328,Mansoura,441,Bakery,+20-1381403107
Charity_1329,Mansoura,153,Meat,+20-1650712378
Charity_1330,Upper Egypt,446,Bakery,+20-1251930765
Charity_1331,Alexandria,79,Vegetables,+20-1983189473
Charity_1332,Upper Egypt,235,Vegetables,+20-1285008797
Charity_1333,Upper Egypt,96,Vegetables,+20-1892235363
Charity_1334,Alexandria,499,Fruits,+20-1110315353
Charity_1335,Upper Egypt,409,Vegetables,+20-1725722562
Charity_1336,Giza,445,Dairy,+20-1350774106
Charity_1337,Alexandria,379,Meat,+20-1718340557
Charity_1338,Alexandria,96,Vegetables,+20-1956005151
Charity_1339,Upper Egypt,95,Bakery,+20-1141645293
Charity_1340,Alexandria,417,Vegetables,+20-1479655681
Charity_1341,Mansoura,342,Fruits,+20-1725985668
Charity_1342,Delta,81,Meat,+20-1403131401
Charity_1343,Mansoura,361,Fruits,+20-1195069781
Charity_1344,Giza,459,Vegetables,+20-1265209439
Charity_1345,Alexandria,204,Dairy,+20-1108762888
Charity_1346,Cairo,333,Bakery,+20-1193373011
Charity_1347,Cairo,154,Fruits,+20-1895658237
Charity_1348,Upper Egypt,169,Fruits,+20-1960115159
Charity_1349,Delta,413,Fruits,+20-1607870785
Charity_1350,Cairo,153,Vegetables,+20-1745132650
Charity_1351,Upper Egypt,369,Dairy,+20-1842926843
Charity_1352,Giza,286,Dairy,+20-1687191522
Charity_1353,Mansoura,94,Vegetables,+20-1629965483
Charity_1354,Giza,198,Vegetables,+20-1224526710
Charity_1355,Cairo,127,Meat,+20-1930294596
Charity_1356,Giza,367,Meat,+20-1847115468
Charity_1357,Upper Egypt,154,Bakery,+20-1189746566
Charity_1358,Giza,70,Meat,+20-1411384221
Charity_1359,Delta,489,Fruits,+20-1701814533
Charity_1360,Cairo,133,Bakery,+20-1664404345
Charity_1361,Delta,75,Bakery,+20-1685227651
Charity_1362,Upper Egypt,320,Meat,+20-1721047638
Charity_1363,Mansoura,396,Dairy,+20-1424289971
Charity_1364,Alexandria,130,Vegetables,+20-1225646279
Charity_1365,Delta,105,Bakery,+20-1733603458
Charity_1366,Cairo,312,Vegetables,+20-1175273206
Charity_1367,Upper Egypt,161,Vegetables,+20-1444599659
Charity_1368,Mansoura,337,Vegetables,+20-1201039298
Charity_1369,Mansoura,127,Vegetables,+20-1916446801
Charity_1370,Mansoura,491,Dairy,+20-1625119993
Charity_1371,Cairo,203,Meat,+20-1619962837
Charity_1372,Cairo,55,Vegetables,+20-1841721188
Charity_1373,Delta,338,Meat,+20-1763981171
Charity_1374,Cairo,309,Dairy,+20-1411988793
Charity_1375,Cairo,214,Meat,+20-1220274666
Charity_1376,Giza,419,Vegetables,+20-1939367135
Charity_1377,Giza,61,Vegetables,+20-1392520382
Charity_1378,Alexandria,353,Fruits,+20-1561555795
Charity_1379,Cairo,302,Meat,+20-1374987205
Charity_1380,Delta,293,Dairy,+20-1470379056
Charity_1381,Cairo,473,Dairy,+20-1587244650
Charity_1382,Alexandria,434,Vegetables,+20-1484513349
Charity_1383,Upper Egypt,490,Dairy,+20-1263234339
Charity_1384,Giza,88,Dairy,+20-1911644273
Charity_1385,Upper Egypt,156,Meat,+20-1523455793
Charity_1386,Cairo,477,Vegetables,+20-1810964209
Charity_1387,Mansoura,378,Bakery,+20-1881779940
Charity_1388,Cairo,97,Meat,+20-1438719638
Charity_1389,Upper Egypt,436,Dairy,+20-1133261229
Charity_1390,Giza,438,Bakery,+20-1757185306
Charity_1391,Mansoura,490,Vegetables,+20-1164882944
Charity_1392,Mansoura,254,Dairy,+20-1124384586
Charity_1393,Cairo,226,Bakery,+20-1752336251
Charity_1394,Alexandria,256,Bakery,+20-1999041400
Charity_1395,Mansoura,253,Bakery,+20-1363672771
Charity_1396,Upper Egypt,120,Vegetables,+20-1334290508
Charity_1397,Upper Egypt,286,Meat,+20-1131437203
Charity_1398,Mansoura,105,Fruits,+20-1661475648
Charity_1399,Cairo,450,Meat,+20-1722767866
Charity_1400,Mansoura,493,Meat,+20-1394579205
Charity_1401,Upper Egypt,74,Bakery,+20-1551890899
Charity_1402,Giza,177,Vegetables,+20-1332145821
Charity_1403,Alexandria,160,Meat,+20-1958007157
Charity_1404,Mansoura,222,Bakery,+20-1935710643
Charity_1405,Mansoura,200,Fruits,+20-1847157584
Charity_1406,Delta,405,Bakery,+20-1692769282
Charity_1407,Giza,369,Vegetables,+20-1361355022
Charity_1408,Mansoura,221,Bakery,+20-1886202807
Charity_1409,Cairo,480,Bakery,+20-1629233933
Charity_1410,Giza,122,Bakery,+20-1448990246
Charity_1411,Delta,479,Vegetables,+20-1836476019
Charity_1412,Alexandria,331,Fruits,+20-1897462170
Charity_1413,Alexandria,232,Fruits,+20-1220870786
Charity_1414,Giza,367,Meat,+20-1718591586
Charity_1415,Mansoura,450,Meat,+20-1330608862
Charity_1416,Alexandria,315,Vegetables,+20-1935677684
Charity_1417,Giza,269,Dairy,+20-1682677786
Charity_1418,Delta,155,Bakery,+20-1862823431
Charity_1419,Mansoura,150,Dairy,+20-1704078870
Charity_1420,Upper Egypt,148,Vegetables,+20-1358257050
Charity_1421,Delta,58,Meat,+20-1377130207
Charity_1422,Upper Egypt,170,Dairy,+20-1374165113
Charity_1423,Mansoura,236,Bakery,+20-1434149462
Charity_1424,Mansoura,265,Fruits,+20-1655404401
Charity_1425,Mansoura,427,Dairy,+20-1864194130
Charity_1426,Alexandria,100,Dairy,+20-1347914405
Charity_1427,Mansoura,442,Meat,+20-1239875725
Charity_1428,Cairo,254,Vegetables,+20-1213439922
Charity_1429,Mansoura,220,Fruits,+20-1281094025
Charity_1430,Delta,276,Dairy,+20-1529105729
Charity_1431,Cairo,112,Fruits,+20-1484775654
Charity_1432,Delta,204,Meat,+20-1650691040
Charity_1433,Cairo,106,Fruits,+20-1371722511
Charity_1434,Cairo,239,Dairy,+20-1291408020
Charity_1435,Delta,107,Fruits,+20-1863794729
Charity_1436,Giza,409,Dairy,+20-1173488996
Charity_1437,Cairo,262,Bakery,+20-1509320217
Charity_1438,Cairo,102,Fruits,+20-1515227197
Charity_1439,Cairo,490,Vegetables,+20-1502709141
Charity_1440,Cairo,95,Bakery,+20-1752375264
Charity_1441,Giza,254,Meat,+20-1940411395
Charity_1442,Alexandria,224,Fruits,+20-1861580663
Charity_1443,Upper Egypt,188,Dairy,+20-1476490558
Charity_1444,Alexandria,139,Dairy,+20-1637704376
Charity_1445,Giza,244,Bakery,+20-1908591578
Charity_1446,Alexandria,484,Vegetables,+20-1636690382
Charity_1447,Mansoura,95,Fruits,+20-1966461099
Charity_1448,Cairo,151,Fruits,+20-1958237376
Charity_1449,Upper Egypt,189,Fruits,+20-1401517204
Charity_1450,Alexandria,483,Bakery,+20-1480289631
Charity_1451,Upper Egypt,260,Dairy,+20-1130775818
Charity_1452,Cairo,168,Meat,+20-1192592004
Charity_1453,Cairo,357,Dairy,+20-1790983826
Charity_1454,Giza,127,Dairy,+20-1932618405
Charity_1455,Giza,162,Bakery,+20-1504164214
Charity_1456,Delta,291,Fruits,+20-1837648840
Charity_1457,Giza,403,Meat,+20-1799685659
Charity_1458,Upper Egypt,442,Dairy,+20-1898589697
Charity_1459,Giza,249,Bakery,+20-1348844022
Charity_1460,Delta,238,Meat,+20-1723768627
Charity_1461,Alexandria,478,Dairy,+20-1123059753
Charity_1462,Delta,149,Fruits,+20-1131542946
Charity_1463,Upper Egypt,359,Bakery,+20-1191304242
Charity_1464,Mansoura,399,Fruits,+20-1135590590
Charity_1465,Delta,108,Meat,+20-1302911326
Charity_1466,Mansoura,461,Fruits,+20-1909190079
Charity_1467,Cairo,173,Fruits,+20-1976437994
Charity_1468,Delta,371,Fruits,+20-1703413829
Charity_1469,Alexandria,146,Dairy,+20-1972900572
Charity_1470,Mansoura,67,Meat,+20-1841984974
Charity_1471,Mansoura,138,Dairy,+20-1712475733
Charity_1472,Alexandria,414,Bakery,+20-1460115833
Charity_1473,Upper Egypt,113,Fruits,+20-1971127871
Charity_1474,Giza,354,Fruits,+20-1373893329
Charity_1475,Alexandria,363,Dairy,+20-1559289592
Charity_1476,Delta,218,Fruits,+20-1248378419
Charity_1477,Cairo,429,Dairy,+20-1846586528
Charity_1478,Upper Egypt,231,Dairy,+20-1240048805
Charity_1479,Mansoura,225,Vegetables,+20-1637396778
Charity_1480,Cairo,56,Meat,+20-1545501949
Charity_1481,Upper Egypt,417,Meat,+20-1796172300
Charity_1482,Mansoura,154,Fruits,+20-1428600406
Charity_1483,Mansoura,346,Fruits,+20-1848524398
Charity_1484,Alexandria,349,Vegetables,+20-1351507806
Charity_1485,Alexandria,395,Meat,+20-1976296466
Charity_1486,Mansoura,414,Vegetables,+20-1691420012
Charity_1487,Giza,471,Vegetables,+20-1553723136
Charity_1488,Alexandria,424,Bakery,+20-1750729877
Charity_1489,Mansoura,417,Meat,+20-1837501242
Charity_1490,Upper Egypt,486,Meat,+20-1156930671
Charity_1491,Cairo,277,Meat,+20-1599422344
Charity_1492,Delta,102,Vegetables,+20-1833460244
Charity_1493,Upper Egypt,368,Fruits,+20-1783176771
Charity_1494,Upper Egypt,222,Dairy,+20-1534903775
Charity_1495,Cairo,427,Vegetables,+20-1143974140
Charity_1496,Alexandria,497,Bakery,+20-1423986104
Charity_1497,Delta,194,Meat,+20-1850385412
Charity_1498,Alexandria,138,Vegetables,+20-1436488400
Charity_1499,Upper Egypt,229,Vegetables,+20-1945223230
Charity_1500,Delta,153,Vegetables,+20-1619039546
Charity_1501,Giza,395,Bakery,+20-1969384973
Charity_1502,Mansoura,415,Fruits,+20-1535277120
Charity_1503,Upper Egypt,301,Bakery,+20-1695706629
Charity_1504,Cairo,387,Vegetables,+20-1151837905
Charity_1505,Giza,262,Fruits,+20-1506257861
Charity_1506,Alexandria,376,Dairy,+20-1863403941
Charity_1507,Mansoura,99,Meat,+20-1466845344
Charity_1508,Delta,336,Vegetables,+20-1882499937
Charity_1509,Upper Egypt,83,Bakery,+20-1603309832
Charity_1510,Cairo,395,Bakery,+20-1948681365
Charity_1511,Delta,192,Meat,+20-1874740032
Charity_1512,Cairo,299,Bakery,+20-1229730805
Charity_1513,Cairo,263,Meat,+20-1181675877
Charity_1514,Alexandria,255,Fruits,+20-1373351693
Charity_1515,Mansoura,414,Meat,+20-1210671759
Charity_1516,Delta,488,Bakery,+20-1358897885
Charity_1517,Cairo,438,Bakery,+20-1591211693
Charity_1518,Alexandria,459,Fruits,+20-1285179537
Charity_1519,Upper Egypt,442,Fruits,+20-1625567351
Charity_1520,Giza,424,Bakery,+20-1686928850
Charity_1521,Upper Egypt,441,Fruits,+20-1862838044
Charity_1522,Giza,173,Dairy,+20-1874825001
Charity_1523,Upper Egypt,297,Fruits,+20-1700831409
Charity_1524,Upper Egypt,479,Dairy,+20-1592301175
Charity_1525,Cairo,78,Dairy,+20-1701636318
Charity_1526,Delta,111,Vegetables,+20-1465756137
Charity_1527,Giza,138,Fruits,+20-1201798023
Charity_1528,Giza,94,Bakery,+20-1989393590
Charity_1529,Cairo,331,Vegetables,+20-1910623204
Charity_1530,Giza,257,Dairy,+20-1713913227
Charity_1531,Delta,80,Bakery,+20-1539267296
Charity_1532,Upper Egypt,257,Dairy,+20-1881697876
Charity_1533,Cairo,125,Bakery,+20-1562114582
Charity_1534,Alexandria,418,Vegetables,+20-1689821200
Charity_1535,Giza,474,Bakery,+20-1794267742
Charity_1536,Alexandria,285,Meat,+20-1540091547
Charity_1537,Alexandria,256,Bakery,+20-1243448901
Charity_1538,Cairo,443,Meat,+20-1990248550
Charity_1539,Cairo,146,Dairy,+20-1110336124
Charity_1540,Upper Egypt,353,Meat,+20-1579981898
Charity_1541,Cairo,465,Vegetables,+20-1623361256
Charity_1542,Delta,447,Meat,+20-1666645512
Charity_1543,Upper Egypt,312,Dairy,+20-1866216026
Charity_1544,Upper Egypt,441,Dairy,+20-1906874162
Charity_1545,Delta,165,Vegetables,+20-1139282259
Charity_1546,Mansoura,459,Meat,+20-1712718970
Charity_1547,Delta,170,Fruits,+20-1641817695
Charity_1548,Alexandria,354,Vegetables,+20-1821969537
Charity_1549,Upper Egypt,404,Dairy,+20-1627967333
Charity_1550,Upper Egypt,205,Bakery,+20-1572723510
Charity_1551,Mansoura,400,Vegetables,+20-1761092866
Charity_1552,Mansoura,227,Meat,+20-1609782492
Charity_1553,Alexandria,394,Fruits,+20-1971957926
Charity_1554,Alexandria,252,Fruits,+20-1574209248
Charity_1555,Giza,268,Dairy,+20-1524307581
